"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 25 23:00:05 CST 2022","Sat Jun 25 23:01:53 CST 2022","107769","","test_gzAndroidAuto","TestAddDevices","","","C6SP基站绑定解绑",""
"passed","Sat Jun 25 22:58:12 CST 2022","Sat Jun 25 23:00:00 CST 2022","108111","","test_gzAndroidAuto","TestAddDevices","","","C6SP基站绑定解绑",""
"passed","Sun Jun 26 03:38:20 CST 2022","Sun Jun 26 03:40:07 CST 2022","106812","","test_gzAndroidAuto","TestAddDevices","","","C6SP基站绑定解绑",""
"passed","Sat Jun 25 22:39:29 CST 2022","Sat Jun 25 22:41:17 CST 2022","108249","","test_gzAndroidAuto","TestAddDevices","","","C6SP基站绑定解绑",""
"passed","Sun Jun 26 08:05:07 CST 2022","Sun Jun 26 08:06:55 CST 2022","107915","","test_gzAndroidAuto","TestAddDevices","","","C6SP基站绑定解绑",""
"passed","Sat Jun 25 19:45:51 CST 2022","Sat Jun 25 19:47:38 CST 2022","107624","","test_gzAndroidAuto","TestAddDevices","","","C6SP基站绑定解绑",""
"passed","Sun Jun 26 09:01:46 CST 2022","Sun Jun 26 09:03:34 CST 2022","107644","","test_gzAndroidAuto","TestAddDevices","","","C6SP基站绑定解绑",""
"passed","Sat Jun 25 22:03:45 CST 2022","Sat Jun 25 22:05:32 CST 2022","107126","","test_gzAndroidAuto","TestAddDevices","","","C6SP基站绑定解绑",""
"passed","Sun Jun 26 04:23:51 CST 2022","Sun Jun 26 04:25:48 CST 2022","116898","","test_gzAndroidAuto","TestAddDevices","","","C6SP基站绑定解绑",""
"passed","Sun Jun 26 09:28:26 CST 2022","Sun Jun 26 09:30:16 CST 2022","109969","","test_gzAndroidAuto","TestAddDevices","","","C6SP基站绑定解绑",""
"passed","Sat Jun 25 18:55:03 CST 2022","Sat Jun 25 18:56:51 CST 2022","107672","","test_gzAndroidAuto","TestAddDevices","","","C6SP基站绑定解绑",""
"passed","Sun Jun 26 03:36:27 CST 2022","Sun Jun 26 03:38:15 CST 2022","107504","","test_gzAndroidAuto","TestAddDevices","","","C6SP基站绑定解绑",""
"passed","Sat Jun 25 18:25:10 CST 2022","Sat Jun 25 18:26:58 CST 2022","108109","","test_gzAndroidAuto","TestAddDevices","","","C6SP基站绑定解绑",""
"broken","Sun Jun 26 00:03:59 CST 2022","Sun Jun 26 00:10:43 CST 2022","404117","","test_gzAndroidAuto","TestAddDevices","","","C6SP基站绑定解绑",""
"passed","Sun Jun 26 04:29:39 CST 2022","Sun Jun 26 04:31:29 CST 2022","110216","","test_gzAndroidAuto","TestAddDevices","","","C6SP基站绑定解绑",""
"passed","Sun Jun 26 05:01:45 CST 2022","Sun Jun 26 05:03:33 CST 2022","107934","","test_gzAndroidAuto","TestAddDevices","","","C6SP基站绑定解绑",""
"passed","Sun Jun 26 07:21:37 CST 2022","Sun Jun 26 07:23:25 CST 2022","108078","","test_gzAndroidAuto","TestAddDevices","","","C6SP基站绑定解绑",""
"passed","Sat Jun 25 19:32:34 CST 2022","Sat Jun 25 19:34:23 CST 2022","109103","","test_gzAndroidAuto","TestAddDevices","","","C6SP基站绑定解绑",""
"passed","Sun Jun 26 09:24:37 CST 2022","Sun Jun 26 09:26:25 CST 2022","108364","","test_gzAndroidAuto","TestAddDevices","","","C6SP基站绑定解绑",""
"passed","Sat Jun 25 21:16:26 CST 2022","Sat Jun 25 21:18:13 CST 2022","106966","","test_gzAndroidAuto","TestAddDevices","","","C6SP基站绑定解绑",""
"passed","Sun Jun 26 07:55:38 CST 2022","Sun Jun 26 07:57:26 CST 2022","108381","","test_gzAndroidAuto","TestAddDevices","","","C6SP基站绑定解绑",""
"passed","Sat Jun 25 19:26:54 CST 2022","Sat Jun 25 19:28:42 CST 2022","107692","","test_gzAndroidAuto","TestAddDevices","","","C6SP基站绑定解绑",""
"passed","Sun Jun 26 07:46:11 CST 2022","Sun Jun 26 07:47:58 CST 2022","107560","","test_gzAndroidAuto","TestAddDevices","","","C6SP基站绑定解绑",""
"passed","Sat Jun 25 21:29:34 CST 2022","Sat Jun 25 21:31:25 CST 2022","110176","","test_gzAndroidAuto","TestAddDevices","","","C6SP基站绑定解绑",""
